simple,scrambled
"[22, 22, 6, 22, 22, 27, 44, 29, 28, 45, 27]","[5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 24, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 28, 27, 28, 6, 22, 6, 22, 36, 29, 37, 27, 8, 22, 27, 28, 13, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 27, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 27, 29, 28, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 27, 37, 28, 27, 29, 28, 29, 22, 26, 28, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 27, 27, 29, 28, 29, 22, 26, 28, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 27, 37, 28, 27, 29, 28, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 27, 27, 29, 28, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 15, 36, 27, 37, 28, 27, 29, 28, 29, 22, 6, 22, 26, 28, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 6, 13, 8, 25, 13, 36, 27, 37, 28, 26, 27, 27, 29, 28, 29, 22, 6, 22, 26, 28, 26, 29, 7, 22, 6, 22, 6, 6, 22, 6, 22, 36, 27, 37, 28, 8, 22, 26, 27, 13, 27, 29, 28, 29, 22, 6, 22, 26, 28, 26, 29, 6, 22, 6, 22, 36, 27, 37, 27, 8, 22, 28, 29, 13]"
[44],[45]
"[22, 22, 6, 22, 22, 26, 44, 27, 27, 45, 28]","[4, 4, 5, 4, 4, 5, 24, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 28, 27, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 27, 28, 27, 29, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 27, 37, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 27, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 27, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 27, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 27, 28, 28, 29]"
"[22, 22, 6, 22, 22, 26, 44, 29, 26, 45, 28]","[4, 5, 5, 5, 5, 5, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 26, 28, 26, 29, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 37, 26, 27, 26, 28, 26, 29, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 37, 26, 27, 26, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 26, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 37, 26, 27, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 28, 26, 29, 28, 29, 6, 22, 6, 22, 36, 26, 37, 26, 8, 22, 28, 29, 13]"
"[22, 22, 6, 22, 22, 26, 44, 29, 28, 45, 27]","[5, 4, 5, 4, 5, 5, 24, 22, 6, 22, 6, 22, 36, 26, 37, 27, 26, 28, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 26, 28, 27, 29, 7, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 26, 28, 27, 29, 22, 26, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 28, 28, 29, 7, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 26, 28, 28, 29, 22, 26, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 28, 27, 29, 28, 29, 6, 22, 6, 22, 36, 26, 37, 27, 8, 22, 28, 29, 13]"
"[22, 22, 6, 22, 22, 26, 44, 29, 27, 45, 26]","[5, 4, 4, 24, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 28, 26, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 26, 26, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 26, 29, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 26, 27, 29, 28, 29]"
"[22, 22, 6, 22, 22, 26, 45, 27, 29, 44, 27]","[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 24, 7, 22, 6, 22, 6, 22, 6, 8, 25, 15, 36, 27, 37, 28, 26, 28, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 8, 25, 15, 36, 27, 37, 28, 27, 28, 22, 26, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 29, 27, 28, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 26, 27, 28, 27, 29, 7, 22, 6, 22, 6, 22, 6, 8, 25, 15, 36, 27, 37, 28, 28, 29, 22, 26, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 27, 26, 29, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 26, 27, 29, 28, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 27, 37, 26, 27, 29, 28, 29, 22, 26, 28, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 26, 26, 27, 27, 29, 28, 29, 22, 26, 28, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 27, 37, 26, 27, 29, 28, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 26, 26, 27, 27, 29, 28, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 15, 36, 27, 37, 26, 27, 29, 28, 29, 22, 6, 22, 26, 28, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 6, 13, 8, 25, 13, 36, 27, 37, 26, 26, 27, 27, 29, 28, 29, 22, 6, 22, 26, 28, 26, 29, 7, 22, 6, 22, 6, 6, 22, 6, 22, 36, 27, 37, 26, 8, 22, 26, 27, 13, 27, 29, 28, 29, 22, 6, 22, 26, 28, 26, 29]"
"[22, 22, 6, 22, 22, 27, 44, 26, 28, 45, 26]","[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 28, 26, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 28, 26, 29, 27, 28, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 26, 26, 28, 28, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 26, 37, 26, 27, 28, 28, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 15, 36, 26, 37, 26, 27, 28, 28, 29, 22, 6, 22, 26, 27, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 26, 37, 26, 26, 28, 27, 28, 28, 29, 22, 6, 22, 26, 27, 26, 29, 7, 22, 6, 6, 22, 6, 22, 36, 26, 37, 26, 8, 22, 27, 28, 13, 28, 29, 22, 26, 29, 7, 22, 6, 6, 22, 6, 22, 6, 8, 25, 13, 36, 26, 37, 26, 8, 22, 27, 28, 13, 28, 29, 22, 6, 22, 26, 27, 26, 29, 7, 22, 6, 6, 22, 6, 22, 6, 22, 36, 26, 37, 26, 26, 28, 8, 22, 27, 28, 13, 28, 29, 22, 6, 22, 26, 27, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 26, 27, 28, 27, 29, 28, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 26, 26, 28, 27, 28, 27, 29, 28, 29, 22, 6, 22, 26, 27, 26, 29, 7, 22, 6, 22, 6, 6, 22, 6, 22, 6, 8, 25, 13, 36, 26, 37, 26, 8, 22, 27, 28, 13, 27, 29, 28, 29, 22, 6, 22, 6, 22, 26, 27, 26, 28, 26, 29, 7, 6, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 26, 37, 26, 27, 28, 27, 29, 8, 22, 28, 29, 13, 22, 6, 22, 6, 22, 26, 27, 26, 28, 26, 29]"
"[22, 22, 6, 22, 22, 26, 45, 28, 27, 44, 29]","[5, 5, 5, 5, 5, 5, 5, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 26, 29, 27, 28, 7, 22, 6, 22, 6, 22, 36, 37, 26, 29, 28, 29, 8, 25, 13, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 29, 28, 29, 7, 22, 6, 22, 6, 22, 6, 22, 36, 37, 26, 28, 26, 29, 28, 29, 22, 6, 8, 25, 13, 27, 28, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 26, 27, 28, 28, 29, 6, 22, 6, 22, 36, 26, 37, 26, 8, 22, 28, 29, 13, 6, 22, 6, 22, 36, 29, 37, 26, 8, 22, 28, 29, 13, 7, 6, 22, 6, 22, 36, 37, 26, 29, 8, 22, 28, 29, 13, 22, 6, 8, 25, 13, 27, 28]"
"[22, 22, 6, 22, 22, 26, 45, 27, 29, 44, 26]","[5, 4, 4, 5, 4, 4, 5, 5, 24, 22, 6, 22, 6, 22, 36, 26, 37, 26, 26, 27, 7, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 26, 37, 26, 26, 27, 22, 27, 28, 7, 6, 22, 6, 22, 36, 26, 37, 26, 8, 22, 26, 27, 13, 22, 27, 28, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 26, 26, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 28, 27, 29, 7, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 26, 26, 27, 27, 29, 22, 27, 28, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 26, 29, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 26, 27, 29, 28, 29]"
"[22, 22, 6, 22, 22, 27, 44, 26, 27, 45, 28]","[5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 24, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 26, 37, 27, 26, 28, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 27, 37, 27, 26, 28, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 27, 26, 28, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 37, 26, 28, 26, 29, 22, 6, 22, 6, 22, 6, 22, 36, 37, 26, 27, 26, 28, 26, 29, 22, 6, 6, 22, 36, 37, 8, 22, 26, 28, 13, 26, 29, 6, 22, 6, 22, 36, 37, 26, 28, 8, 22, 26, 29, 13, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 28, 27, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 27, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 27, 28, 28, 29]"
"[22, 22, 6, 22, 22, 26, 45, 28, 27, 44, 29]","[4, 5, 5, 5, 5, 5, 4, 4, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 26, 26, 28, 27, 28, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 26, 29, 27, 28, 6, 22, 6, 22, 36, 29, 37, 26, 8, 22, 27, 28, 13, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 26, 27, 29, 7, 22, 6, 22, 6, 22, 6, 8, 25, 15, 36, 29, 37, 26, 27, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 26, 26, 27, 27, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 26, 26, 28, 27, 29, 22, 26, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 29, 28, 29, 6, 22, 6, 22, 36, 27, 37, 26, 8, 22, 28, 29, 13]"
"[22, 22, 6, 22, 22, 27, 44, 26, 28, 45, 27]","[5, 5, 5, 5, 5, 4, 5, 24, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 26, 28, 27, 28, 6, 22, 6, 22, 36, 26, 37, 27, 8, 22, 27, 28, 13, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 28, 27, 28, 27, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 28, 26, 27, 26, 28, 27, 28, 8, 22, 28, 29, 13, 7, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 28, 26, 27, 8, 22, 27, 28, 13, 8, 22, 28, 29, 13, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 28, 26, 27, 27, 28, 22, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 27, 26, 28, 28, 29]"
"[22, 22, 22, 27, 44, 45, 28]","[5, 5, 5, 24, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 28, 22, 6, 22, 6, 22, 36, 29, 37, 28, 26, 27, 22, 6, 22, 6, 22, 36, 29, 37, 28, 27, 29, 22, 6, 22, 6, 22, 36, 37, 27, 28, 28, 29]"
"[22, 22, 6, 22, 22, 26, 44, 27, 27, 45, 28]","[4, 4, 4, 4, 5, 4, 4, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 27, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 27, 28, 27, 29, 7, 6, 6, 22, 6, 22, 36, 27, 37, 28, 8, 22, 26, 28, 13, 8, 22, 27, 29, 13, 22, 6, 22, 26, 29, 27, 28, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 27, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 27, 28, 28, 29, 7, 22, 6, 22, 6, 6, 22, 6, 22, 36, 27, 37, 28, 8, 22, 26, 28, 13, 27, 29, 28, 29, 22, 6, 22, 26, 29, 27, 28, 7, 22, 6, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 28, 8, 22, 27, 29, 13, 28, 29, 22, 6, 22, 26, 29, 27, 28, 7, 6, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 28, 27, 29, 8, 22, 28, 29, 13, 22, 6, 22, 26, 29, 27, 28]"
"[22, 22, 6, 22, 22, 26, 44, 29, 27, 45, 28]","[4, 4, 4, 5, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 26, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 26, 27, 29, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 27, 29, 28, 29, 6, 22, 6, 22, 36, 26, 37, 27, 8, 22, 28, 29, 13]"
"[22, 22, 6, 22, 22, 28, 45, 27, 29, 44, 26]","[5, 5, 5, 5, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 26, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 26, 29, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 27, 27, 29, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 28, 27, 29, 28, 29]"
"[22, 22, 6, 22, 22, 27, 44, 29, 27, 45, 28]","[5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 24, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 27, 37, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 27, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 29, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 27, 28, 27, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 27, 37, 28, 27, 28, 27, 29, 22, 26, 28, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 29, 27, 28, 27, 29, 22, 26, 28, 7, 6, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 27, 27, 28, 8, 22, 27, 29, 14, 6, 22, 26, 28, 8, 22, 26, 29, 13, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 27, 28, 28, 29, 7, 22, 6, 6, 22, 6, 22, 6, 22, 6, 22, 6, 13, 36, 27, 37, 28, 26, 27, 27, 28, 8, 22, 27, 29, 13, 28, 29, 6, 22, 26, 28, 8, 22, 26, 29, 13, 6, 22, 6, 22, 36, 27, 37, 27, 8, 22, 28, 29, 13, 7, 6, 22, 6, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 26, 27, 27, 28, 27, 29, 8, 22, 28, 29, 13, 6, 22, 26, 28, 8, 22, 26, 29, 13]"
"[22, 22, 6, 22, 22, 26, 44, 29, 27, 45, 28]","[4, 5, 5, 5, 5, 5, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 26, 28, 27, 29, 7, 22, 6, 22, 6, 22, 36, 27, 37, 26, 27, 29, 22, 26, 29, 7, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 26, 26, 28, 27, 29, 22, 6, 22, 26, 29, 28, 29, 7, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 26, 27, 28, 27, 29, 22, 6, 22, 26, 29, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 26, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 26, 37, 28, 27, 29, 28, 29, 6, 22, 6, 22, 36, 26, 37, 27, 8, 22, 28, 29, 13]"
"[22, 22, 6, 22, 22, 28, 45, 27, 29, 44, 27]","[4, 4, 4, 4, 5, 5, 5, 4, 24, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 26, 26, 28, 26, 29, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 28, 27, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 26, 26, 29, 27, 28, 27, 29, 22, 6, 22, 6, 22, 6, 22, 36, 29, 37, 27, 27, 28, 28, 29, 22, 6, 22, 6, 22, 6, 22, 36, 27, 37, 28, 27, 29, 28, 29, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 15, 36, 29, 37, 26, 26, 29, 27, 29, 28, 29, 22, 27, 28, 7, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 26, 26, 27, 26, 29, 27, 29, 28, 29, 22, 27, 28, 7, 22, 6, 6, 22, 6, 22, 6, 22, 6, 8, 25, 13, 36, 29, 37, 26, 26, 29, 8, 22, 27, 29, 13, 28, 29, 22, 27, 28, 6, 22, 6, 22, 36, 27, 37, 27, 8, 22, 28, 29, 13]"
"[22, 22, 22, 27, 44, 45, 27]","[5, 4, 5, 5, 5, 5, 5, 5, 22, 6, 22, 6, 22, 36, 29, 37, 27, 27, 28, 7, 22, 6, 22, 6, 8, 25, 15, 36, 37, 27, 28, 22, 27, 29, 7, 22, 6, 22, 6, 22, 6, 6, 13, 8, 25, 13, 36, 37, 26, 27, 27, 28, 22, 27, 29, 7, 22, 6, 6, 22, 36, 37, 8, 22, 26, 27, 13, 27, 28, 22, 27, 29, 7, 6, 22, 6, 6, 13, 8, 25, 13, 36, 37, 8, 22, 27, 28, 13, 22, 27, 29, 7, 6, 22, 6, 22, 6, 13, 36, 37, 26, 27, 8, 22, 27, 28, 13, 22, 27, 29, 7, 6, 22, 36, 37, 8, 22, 27, 28, 14, 22, 27, 29, 22, 6, 22, 6, 22, 36, 27, 37, 28, 27, 29, 22, 6, 22, 6, 22, 36, 27, 37, 27, 28, 29]"
